date,shift,line_id,brand,model_name,planned_qty,actual_qty,defect_qty,downtime_minutes,changeover_minutes,operator_count,machine_id,oee_score
2025-06-16,1,L2,Nike,Dunk Low Textile Upper,236,149,7,29,89,5,SHIMA_04,0.605
2025-06-16,2,L2,Nike,Air Max Flyknit Upper,221,167,8,5,80,5,SHIMA_05,0.7213
2025-06-16,3,L2,Nike,Pegasus 3D Knit Collar,144,139,6,14,0,4,SHIMA_05,0.9289
2025-06-16,1,L3,Nike,Pegasus 3D Knit Collar,237,205,8,27,0,11,STITCH_02,0.833
2025-06-16,2,L3,Nike,ZoomX Carbon Plate Insert,216,172,17,21,0,9,STITCH_02,0.718
2025-06-16,3,L3,Nike,ZoomX Carbon Plate Insert,160,158,21,4,0,12,STITCH_02,0.8599
2025-06-16,1,L4,Decathlon,Quechua Hiking Upper,241,212,16,15,0,11,STITCH_03,0.8168
2025-06-16,2,L4,Nike,Vaporfly Engineered Mesh,265,210,5,22,0,12,STITCH_03,0.7759
2025-06-16,3,L4,Crocs,LiteRide Insole Unit,186,111,5,139,0,9,SOLE_02,0.5707
2025-06-16,1,L5,Crocs,Classic Clog Strap Assembly,242,166,7,18,75,8,STITCH_05,0.6592
2025-06-16,2,L5,Crocs,Bayaband Slide Upper,229,156,7,7,86,11,STITCH_06,0.6513
2025-06-16,3,L5,Crocs,Bayaband Slide Upper,157,106,9,11,81,8,STITCH_06,0.6208
2025-06-16,1,L6,Decathlon,Kiprun Carbon Plate,199,178,10,22,0,6,STITCH_07,0.8454
2025-06-16,2,L6,Decathlon,Kalenji Trail Sole Unit,180,168,7,29,0,7,SHIMA_07,0.8992
2025-06-16,3,L6,Decathlon,Kalenji Trail Sole Unit,146,107,4,28,58,9,SHIMA_07,0.7095
2025-06-16,1,L7,Decathlon,Kiprun Carbon Plate,175,154,4,12,0,8,STITCH_07,0.8601
2025-06-16,2,L7,Decathlon,Kiprun Carbon Plate,158,109,8,131,0,8,SHIMA_09,0.6443
2025-06-16,3,L7,Decathlon,Kalenji Trail Sole Unit,101,95,6,4,0,6,SHIMA_09,0.8851
2025-06-16,1,L8,Nike,Pegasus 3D Knit Collar,170,137,10,21,0,8,SOLE_03,0.7486
2025-06-16,2,L8,Decathlon,Kalenji Trail Sole Unit,176,168,5,7,0,8,SOLE_03,0.9274
2025-06-16,3,L8,Crocs,Classic Clog Strap Assembly,97,74,7,6,62,6,SOLE_04,0.6925
2025-06-17,1,L1,Nike,Pegasus 3D Knit Collar,257,147,8,124,81,7,SHIMA_01,0.5417
2025-06-17,2,L1,Nike,Vaporfly Engineered Mesh,269,214,8,4,84,4,SHIMA_02,0.7667
2025-06-17,3,L1,Nike,Air Max Flyknit Upper,138,132,12,9,11,5,SHIMA_02,0.8701
2025-06-17,1,L2,Nike,Dunk Low Textile Upper,234,219,19,6,0,7,SHIMA_04,0.8569
2025-06-17,2,L2,Nike,Vaporfly Engineered Mesh,226,172,17,8,64,7,SHIMA_05,0.6859
2025-06-17,3,L2,Nike,Dunk Low Textile Upper,137,125,5,29,0,6,SHIMA_06,0.8805
2025-06-17,1,L3,Nike,ZoomX Carbon Plate Insert,236,194,14,18,28,10,STITCH_01,0.766
2025-06-17,2,L3,Nike,ZoomX Carbon Plate Insert,220,189,10,24,0,12,STITCH_02,0.8143
2025-06-17,3,L3,Nike,Vaporfly Engineered Mesh,165,89,6,202,13,11,STITCH_02,0.5036
2025-06-17,1,L4,Crocs,Classic Clog Strap Assembly,204,171,8,18,0,11,SOLE_02,0.8007
2025-06-17,2,L4,Crocs,Classic Clog Strap Assembly,187,179,7,11,0,11,SOLE_02,0.9208
2025-06-17,3,L4,Crocs,Bayaband Slide Upper,149,144,10,13,0,9,STITCH_03,0.9054
2025-06-17,1,L5,Crocs,Bayaband Slide Upper,207,202,11,11,0,9,STITCH_05,0.9239
2025-06-17,2,L5,Crocs,Bayaband Slide Upper,197,192,9,8,0,9,STITCH_06,0.9336
2025-06-17,3,L5,Crocs,LiteRide Insole Unit,143,112,9,21,75,11,STITCH_06,0.7221
2025-06-17,1,L6,Decathlon,Kiprun Carbon Plate,162,144,2,9,0,6,STITCH_07,0.8813
2025-06-17,2,L6,Decathlon,Quechua Hiking Upper,170,126,9,107,0,8,SHIMA_08,0.6925
2025-06-17,3,L6,Crocs,Classic Clog Strap Assembly,99,53,2,134,86,9,SHIMA_07,0.518
2025-06-17,1,L7,Decathlon,Quechua Hiking Upper,189,149,5,25,0,7,STITCH_07,0.7665
2025-06-17,2,L7,Decathlon,Kalenji Trail Sole Unit,182,167,7,10,0,8,STITCH_07,0.884
2025-06-17,3,L7,Decathlon,Kiprun Carbon Plate,122,103,2,13,0,6,STITCH_08,0.8282
2025-06-17,1,L8,Crocs,Bayaband Slide Upper,210,188,6,9,0,7,SOLE_03,0.8689
2025-06-17,2,L8,Nike,Air Max Flyknit Upper,216,185,8,11,41,8,SOLE_04,0.8232
2025-06-17,3,L8,Nike,Vaporfly Engineered Mesh,111,91,11,6,0,6,SOLE_04,0.7268
2025-06-18,1,L1,Nike,ZoomX Carbon Plate Insert,252,238,16,7,0,5,SHIMA_02,0.884
2025-06-18,2,L1,Nike,Dunk Low Textile Upper,273,245,14,8,0,5,SHIMA_02,0.8487
2025-06-18,1,L2,Crocs,Bayaband Slide Upper,217,189,11,14,0,5,SHIMA_04,0.8206
2025-06-18,2,L2,Nike,Pegasus 3D Knit Collar,228,196,18,28,0,4,SHIMA_04,0.7819
2025-06-18,1,L3,Nike,Vaporfly Engineered Mesh,233,202,18,13,0,11,STITCH_01,0.7897
2025-06-18,2,L3,Nike,Pegasus 3D Knit Collar,235,173,12,27,34,12,STITCH_02,0.6877
2025-06-18,1,L4,Nike,ZoomX Carbon Plate Insert,218,194,14,10,0,12,STITCH_04,0.8268
2025-06-18,2,L4,Decathlon,Quechua Hiking Upper,216,149,9,20,77,10,STITCH_04,0.6496
2025-06-18,1,L5,Crocs,Bayaband Slide Upper,220,193,5,17,40,10,STITCH_06,0.8564
2025-06-18,2,L5,Crocs,Bayaband Slide Upper,220,192,3,10,0,9,STITCH_06,0.8609
2025-06-18,1,L6,Crocs,Bayaband Slide Upper,180,107,5,159,0,7,STITCH_07,0.5707
2025-06-18,2,L6,Decathlon,Kalenji Trail Sole Unit,171,166,7,11,0,10,SHIMA_08,0.9308
2025-06-18,1,L7,Decathlon,Quechua Hiking Upper,145,132,7,3,0,8,SHIMA_09,0.8671
2025-06-18,2,L7,Decathlon,Quechua Hiking Upper,151,123,5,3,35,8,STITCH_08,0.7843
2025-06-18,1,L8,Decathlon,Kiprun Carbon Plate,173,143,6,18,0,6,SOLE_04,0.7974
2025-06-18,2,L8,Decathlon,Quechua Hiking Upper,158,136,5,11,0,8,SOLE_03,0.8294
2025-06-19,1,L1,Nike,Dunk Low Textile Upper,263,197,22,63,0,6,SHIMA_02,0.6665
2025-06-19,2,L1,Nike,Vaporfly Engineered Mesh,243,205,5,5,0,4,SHIMA_02,0.8238
2025-06-19,1,L2,Crocs,LiteRide Insole Unit,227,213,6,29,0,4,SHIMA_06,0.9131
2025-06-19,2,L2,Decathlon,Quechua Hiking Upper,205,199,10,1,0,5,SHIMA_04,0.923
2025-06-19,1,L3,Nike,Air Max Flyknit Upper,177,154,11,24,0,10,STITCH_01,0.8122
2025-06-19,2,L3,Nike,Dunk Low Textile Upper,199,156,7,39,28,12,STITCH_02,0.753
2025-06-19,1,L4,Crocs,LiteRide Insole Unit,210,162,8,17,38,9,STITCH_03,0.7369
2025-06-19,2,L4,Crocs,Classic Clog Strap Assembly,227,214,6,4,0,8,STITCH_03,0.9189
2025-06-19,1,L5,Crocs,Classic Clog Strap Assembly,194,160,11,14,41,9,STITCH_06,0.7722
2025-06-19,2,L5,Crocs,Bayaband Slide Upper,202,191,10,5,0,11,STITCH_05,0.8983
2025-06-19,1,L6,Decathlon,Kalenji Trail Sole Unit,174,160,9,17,0,7,STITCH_07,0.8693
2025-06-19,2,L6,Decathlon,Kiprun Carbon Plate,189,180,6,4,0,7,STITCH_07,0.9228
2025-06-19,1,L7,Decathlon,Kiprun Carbon Plate,166,158,8,18,0,7,STITCH_08,0.906
2025-06-19,2,L7,Nike,Air Max Flyknit Upper,165,134,13,21,41,6,STITCH_07,0.7369
2025-06-19,1,L8,Nike,Vaporfly Engineered Mesh,187,166,7,1,0,8,SOLE_04,0.8514
2025-06-19,2,L8,Crocs,LiteRide Insole Unit,184,94,4,223,0,5,SOLE_03,0.4896
2025-06-20,1,L1,Crocs,Bayaband Slide Upper,266,224,8,7,33,5,SHIMA_01,0.8147
2025-06-20,2,L1,Nike,ZoomX Carbon Plate Insert,255,240,15,24,0,7,SHIMA_03,0.8856
2025-06-20,1,L2,Nike,Air Max Flyknit Upper,226,166,16,23,73,7,SHIMA_04,0.6645
2025-06-20,2,L2,Nike,Vaporfly Engineered Mesh,226,195,18,3,0,6,SHIMA_05,0.7841
2025-06-20,1,L3,Nike,Dunk Low Textile Upper,190,155,14,15,0,8,STITCH_02,0.7444
2025-06-20,2,L3,Nike,Pegasus 3D Knit Collar,186,177,18,22,0,9,STITCH_01,0.8571
2025-06-20,1,L4,Crocs,LiteRide Insole Unit,198,175,8,12,0,9,SOLE_02,0.8475
2025-06-20,2,L4,Crocs,LiteRide Insole Unit,196,188,10,18,0,11,STITCH_04,0.9113
2025-06-20,1,L5,Crocs,LiteRide Insole Unit,211,180,9,8,34,8,STITCH_05,0.8105
2025-06-20,2,L5,Crocs,Classic Clog Strap Assembly,207,179,9,10,54,9,STITCH_05,0.8231
2025-06-20,1,L6,Decathlon,Kalenji Trail Sole Unit,189,178,7,15,0,10,SHIMA_07,0.9083
2025-06-20,2,L6,Decathlon,Quechua Hiking Upper,190,142,10,55,0,9,SHIMA_07,0.6962
2025-06-20,1,L7,Decathlon,Kalenji Trail Sole Unit,178,161,3,2,34,10,SHIMA_09,0.8918
2025-06-20,2,L7,Decathlon,Quechua Hiking Upper,159,148,11,4,0,6,STITCH_07,0.8626
2025-06-20,1,L8,Decathlon,Quechua Hiking Upper,182,129,6,20,76,6,SOLE_03,0.6788
2025-06-20,2,L8,Decathlon,Quechua Hiking Upper,188,153,8,15,0,7,SOLE_04,0.7724
2025-06-23,1,L1,Nike,Pegasus 3D Knit Collar,259,216,24,24,41,6,SHIMA_03,0.7437
2025-06-23,2,L1,Nike,Vaporfly Engineered Mesh,266,255,14,19,0,7,SHIMA_01,0.9077
2025-06-23,1,L2,Nike,Vaporfly Engineered Mesh,224,186,10,18,0,4,SHIMA_06,0.7893
2025-06-23,2,L2,Nike,Dunk Low Textile Upper,208,196,6,2,0,7,SHIMA_04,0.9151
2025-06-23,1,L3,Nike,Pegasus 3D Knit Collar,195,191,18,5,0,8,SOLE_01,0.8904
2025-06-23,2,L3,Crocs,Bayaband Slide Upper,209,199,7,1,0,11,STITCH_02,0.9226
2025-06-23,1,L4,Crocs,Classic Clog Strap Assembly,203,169,13,13,0,9,STITCH_04,0.7726
2025-06-23,2,L4,Crocs,Classic Clog Strap Assembly,235,223,12,24,0,9,SOLE_02,0.8989
2025-06-23,1,L5,Crocs,Bayaband Slide Upper,218,179,10,4,81,10,SOLE_02,0.7769
2025-06-23,2,L5,Crocs,LiteRide Insole Unit,211,201,15,8,0,10,SOLE_02,0.8858
2025-06-23,1,L6,Decathlon,Kiprun Carbon Plate,184,164,11,5,27,7,SHIMA_08,0.835
2025-06-23,2,L6,Decathlon,Quechua Hiking Upper,178,167,4,2,0,9,STITCH_07,0.9169
2025-06-23,1,L7,Decathlon,Kiprun Carbon Plate,178,103,4,200,0,9,STITCH_08,0.5607
2025-06-23,2,L7,Decathlon,Kalenji Trail Sole Unit,195,185,10,21,0,9,STITCH_08,0.899
2025-06-23,1,L8,Decathlon,Quechua Hiking Upper,212,193,12,26,0,8,SOLE_04,0.8564
2025-06-23,2,L8,Decathlon,Quechua Hiking Upper,202,172,6,18,53,8,SOLE_03,0.8224
2025-06-24,1,L1,Nike,Vaporfly Engineered Mesh,244,207,16,15,0,6,SHIMA_01,0.7828
2025-06-24,2,L1,Nike,Air Max Flyknit Upper,219,199,6,2,12,4,SHIMA_02,0.8815
2025-06-24,1,L2,Nike,Air Max Flyknit Upper,231,223,21,16,0,5,SHIMA_05,0.8756
2025-06-24,2,L2,Nike,Air Max Flyknit Upper,232,206,20,7,39,4,SHIMA_06,0.8018
2025-06-24,1,L3,Crocs,LiteRide Insole Unit,178,177,4,0,0,12,STITCH_01,0.9763
2025-06-24,2,L3,Decathlon,Kalenji Trail Sole Unit,196,162,6,28,0,9,STITCH_02,0.7971
2025-06-24,1,L4,Crocs,Bayaband Slide Upper,246,198,4,18,0,9,SOLE_02,0.7921
2025-06-24,2,L4,Crocs,Bayaband Slide Upper,246,209,6,16,0,9,SOLE_02,0.8291
2025-06-24,1,L5,Crocs,Classic Clog Strap Assembly,207,186,5,24,0,10,STITCH_05,0.8769
2025-06-24,2,L5,Crocs,Bayaband Slide Upper,209,162,8,18,89,8,STITCH_05,0.7387
2025-06-24,1,L6,Decathlon,Kiprun Carbon Plate,169,157,10,19,0,6,SHIMA_08,0.8705
2025-06-24,2,L6,Nike,Vaporfly Engineered Mesh,150,132,5,11,0,9,STITCH_07,0.8522
2025-06-24,1,L7,Decathlon,Quechua Hiking Upper,171,148,6,18,23,10,STITCH_07,0.8316
2025-06-24,2,L7,Decathlon,Kalenji Trail Sole Unit,170,111,4,69,67,7,STITCH_07,0.6345
2025-06-24,1,L8,Decathlon,Quechua Hiking Upper,212,179,14,9,27,5,SOLE_04,0.7803
2025-06-24,2,L8,Crocs,Classic Clog Strap Assembly,196,148,7,13,42,6,SOLE_03,0.7196
2025-06-25,1,L1,Nike,Air Max Flyknit Upper,260,242,16,2,0,5,SHIMA_01,0.8709
2025-06-25,2,L1,Nike,Air Max Flyknit Upper,241,131,13,175,0,7,SHIMA_03,0.4916
2025-06-25,1,L2,Nike,Pegasus 3D Knit Collar,205,194,18,2,0,7,SHIMA_05,0.8624
2025-06-25,2,L2,Nike,Air Max Flyknit Upper,226,154,10,65,68,5,SHIMA_06,0.6389
2025-06-25,1,L3,Nike,Vaporfly Engineered Mesh,182,150,11,24,0,9,SOLE_01,0.7648
2025-06-25,2,L3,Nike,Air Max Flyknit Upper,192,166,14,22,0,12,STITCH_02,0.796
2025-06-25,1,L4,Nike,ZoomX Carbon Plate Insert,208,189,10,14,0,10,SOLE_02,0.8627
2025-06-25,2,L4,Decathlon,Kalenji Trail Sole Unit,193,155,7,13,31,10,STITCH_04,0.7674
2025-06-25,1,L5,Crocs,LiteRide Insole Unit,201,172,9,7,0,12,STITCH_06,0.815
2025-06-25,2,L5,Crocs,Classic Clog Strap Assembly,223,183,4,12,0,9,STITCH_06,0.8056
2025-06-25,1,L6,Crocs,LiteRide Insole Unit,160,156,9,11,0,7,STITCH_07,0.9207
2025-06-25,2,L6,Decathlon,Kalenji Trail Sole Unit,172,148,2,26,0,8,SHIMA_08,0.8493
2025-06-25,1,L7,Decathlon,Kiprun Carbon Plate,160,144,4,14,0,10,STITCH_08,0.8794
2025-06-25,2,L7,Decathlon,Quechua Hiking Upper,185,145,8,85,11,10,STITCH_08,0.7413
2025-06-25,1,L8,Nike,Air Max Flyknit Upper,172,159,6,17,0,8,SOLE_04,0.8932
2025-06-25,2,L8,Nike,Pegasus 3D Knit Collar,169,152,7,24,0,6,SOLE_03,0.8581
2025-06-26,1,L1,Nike,Air Max Flyknit Upper,230,226,8,7,0,5,SHIMA_02,0.9496
2025-06-26,2,L1,Nike,Dunk Low Textile Upper,225,206,8,4,14,6,SHIMA_02,0.8815
2025-06-26,3,L1,Nike,Air Max Flyknit Upper,144,107,8,17,49,4,SHIMA_03,0.6881
2025-06-26,1,L2,Nike,ZoomX Carbon Plate Insert,219,200,12,13,0,5,SHIMA_04,0.8611
2025-06-26,2,L2,Nike,Pegasus 3D Knit Collar,233,195,11,11,0,7,SHIMA_04,0.7936
2025-06-26,3,L2,Nike,ZoomX Carbon Plate Insert,153,136,4,8,0,4,SHIMA_05,0.8661
2025-06-26,1,L3,Nike,Pegasus 3D Knit Collar,201,165,12,0,48,8,STITCH_01,0.7632
2025-06-26,2,L3,Crocs,Classic Clog Strap Assembly,222,176,7,3,51,12,SOLE_01,0.7647
2025-06-26,3,L3,Nike,Pegasus 3D Knit Collar,117,78,8,28,89,12,SOLE_01,0.6058
2025-06-26,1,L4,Crocs,Bayaband Slide Upper,199,170,4,9,0,12,SOLE_02,0.8372
2025-06-26,2,L4,Crocs,Bayaband Slide Upper,214,179,11,20,57,9,STITCH_04,0.788
2025-06-26,3,L4,Decathlon,Quechua Hiking Upper,131,110,4,2,0,11,STITCH_04,0.8152
2025-06-26,1,L5,Crocs,Classic Clog Strap Assembly,175,169,11,15,0,8,STITCH_06,0.9057
2025-06-26,2,L5,Crocs,Bayaband Slide Upper,182,87,3,219,0,12,STITCH_05,0.4648
2025-06-26,3,L5,Crocs,Classic Clog Strap Assembly,133,123,7,14,0,9,SOLE_02,0.8726
2025-06-26,1,L6,Decathlon,Kalenji Trail Sole Unit,173,157,6,26,0,6,STITCH_07,0.8757
2025-06-26,2,L6,Decathlon,Kalenji Trail Sole Unit,186,156,4,28,29,8,STITCH_07,0.8194
2025-06-26,3,L6,Decathlon,Kalenji Trail Sole Unit,102,88,3,25,0,7,SHIMA_07,0.8384
2025-06-26,1,L7,Nike,Vaporfly Engineered Mesh,194,104,9,204,0,8,STITCH_08,0.4933
2025-06-26,2,L7,Decathlon,Kiprun Carbon Plate,203,194,4,20,0,6,SHIMA_09,0.9386
2025-06-26,3,L7,Decathlon,Quechua Hiking Upper,110,64,2,182,0,7,STITCH_08,0.57
2025-06-26,1,L8,Nike,Dunk Low Textile Upper,218,202,10,16,0,5,SOLE_04,0.8842
2025-06-26,2,L8,Crocs,Classic Clog Strap Assembly,210,163,11,106,0,7,SOLE_04,0.7246
2025-06-26,3,L8,Nike,Pegasus 3D Knit Collar,144,88,6,112,48,8,SOLE_04,0.5701
2025-06-27,1,L1,Nike,Vaporfly Engineered Mesh,242,199,6,16,0,5,SHIMA_01,0.8008
2025-06-27,2,L1,Nike,Vaporfly Engineered Mesh,264,255,22,16,0,7,SHIMA_01,0.8833
2025-06-27,1,L2,Nike,Pegasus 3D Knit Collar,255,194,7,24,51,7,SHIMA_05,0.7337
2025-06-27,2,L2,Crocs,Bayaband Slide Upper,238,206,6,9,55,5,SHIMA_05,0.8414
2025-06-27,1,L3,Crocs,LiteRide Insole Unit,170,115,8,27,78,12,STITCH_02,0.6311
2025-06-27,2,L3,Nike,Dunk Low Textile Upper,184,179,6,0,0,11,STITCH_01,0.9439
2025-06-27,1,L4,Nike,Vaporfly Engineered Mesh,251,223,25,14,38,11,STITCH_03,0.7917
2025-06-27,2,L4,Crocs,Classic Clog Strap Assembly,257,238,12,33,0,10,STITCH_04,0.881
2025-06-27,1,L5,Crocs,LiteRide Insole Unit,226,216,4,12,0,8,STITCH_06,0.9392
2025-06-27,2,L5,Crocs,Bayaband Slide Upper,227,198,7,25,0,12,SOLE_02,0.8416
2025-06-27,1,L6,Decathlon,Quechua Hiking Upper,174,145,10,13,37,6,SHIMA_07,0.7811
2025-06-27,2,L6,Decathlon,Kalenji Trail Sole Unit,165,157,7,5,0,9,SHIMA_07,0.913
2025-06-27,1,L7,Decathlon,Quechua Hiking Upper,200,199,12,1,0,6,STITCH_08,0.9377
2025-06-27,2,L7,Decathlon,Kalenji Trail Sole Unit,184,165,6,9,0,10,SHIMA_09,0.8644
2025-06-27,1,L8,Crocs,Bayaband Slide Upper,193,173,13,16,0,7,SOLE_04,0.8333
2025-06-27,2,L8,Decathlon,Kalenji Trail Sole Unit,182,142,9,8,87,5,SOLE_03,0.7345
2025-06-30,1,L1,Nike,Air Max Flyknit Upper,219,207,18,16,0,4,SHIMA_02,0.8643
2025-06-30,2,L1,Crocs,Bayaband Slide Upper,210,168,7,21,0,4,SHIMA_02,0.7672
2025-06-30,3,L1,Nike,Pegasus 3D Knit Collar,161,133,11,18,49,4,SHIMA_03,0.7617
2025-06-30,1,L2,Nike,Air Max Flyknit Upper,220,182,16,18,47,4,SHIMA_05,0.7566
2025-06-30,2,L2,Nike,ZoomX Carbon Plate Insert,214,167,9,23,82,6,SHIMA_05,0.7391
2025-06-30,3,L2,Nike,Pegasus 3D Knit Collar,124,109,13,7,44,5,SHIMA_05,0.7809
2025-06-30,1,L3,Crocs,Bayaband Slide Upper,242,229,13,25,0,9,STITCH_01,0.8941
2025-06-30,2,L3,Nike,Air Max Flyknit Upper,239,125,12,227,0,10,STITCH_02,0.4765
2025-06-30,3,L3,Nike,Dunk Low Textile Upper,124,98,6,12,86,10,STITCH_01,0.7471
2025-06-30,1,L4,Crocs,Classic Clog Strap Assembly,201,183,10,8,0,10,SOLE_02,0.8643
2025-06-30,2,L4,Crocs,Bayaband Slide Upper,198,174,9,2,0,9,STITCH_04,0.835
2025-06-30,3,L4,Crocs,LiteRide Insole Unit,120,98,5,15,0,10,STITCH_03,0.7756
2025-06-30,1,L5,Crocs,LiteRide Insole Unit,252,228,17,13,11,11,STITCH_06,0.8404
2025-06-30,2,L5,Crocs,Bayaband Slide Upper,224,201,7,44,0,8,SOLE_02,0.8674
2025-06-30,3,L5,Crocs,Bayaband Slide Upper,167,148,10,25,0,10,SOLE_02,0.8282
2025-06-30,1,L6,Decathlon,Kiprun Carbon Plate,169,155,8,19,0,8,SHIMA_08,0.8722
2025-06-30,2,L6,Decathlon,Kalenji Trail Sole Unit,177,163,3,7,0,9,SHIMA_07,0.9092
2025-06-30,3,L6,Decathlon,Kiprun Carbon Plate,133,60,3,231,10,9,SHIMA_07,0.4352
2025-06-30,1,L7,Decathlon,Quechua Hiking Upper,155,114,4,94,21,6,STITCH_07,0.7147
2025-06-30,2,L7,Decathlon,Quechua Hiking Upper,141,62,2,182,69,8,STITCH_08,0.4291
2025-06-30,3,L7,Nike,Vaporfly Engineered Mesh,90,86,10,11,0,10,STITCH_07,0.8484
2025-06-30,1,L8,Crocs,Classic Clog Strap Assembly,201,170,6,21,0,6,SOLE_03,0.8186
2025-06-30,2,L8,Nike,Vaporfly Engineered Mesh,186,150,15,16,30,7,SOLE_04,0.7284
2025-06-30,3,L8,Crocs,LiteRide Insole Unit,109,102,6,28,0,6,SOLE_03,0.8863
2025-07-01,1,L1,Nike,ZoomX Carbon Plate Insert,149,114,7,17,48,7,SHIMA_01,0.7233
2025-07-01,2,L1,Crocs,Bayaband Slide Upper,146,106,2,20,0,5,SHIMA_01,0.7162
2025-07-01,3,L1,Nike,ZoomX Carbon Plate Insert,106,84,3,12,0,6,SHIMA_01,0.7675
2025-07-01,1,L2,Nike,Dunk Low Textile Upper,154,131,13,27,0,6,SHIMA_06,0.7697
2025-07-01,2,L2,Nike,Vaporfly Engineered Mesh,135,103,7,14,0,7,SHIMA_04,0.7127
2025-07-01,3,L2,Nike,Vaporfly Engineered Mesh,104,69,3,11,87,6,SHIMA_04,0.6394
2025-07-01,1,L3,Nike,Air Max Flyknit Upper,143,98,2,46,0,11,SOLE_01,0.6745
2025-07-01,2,L3,Nike,Air Max Flyknit Upper,140,106,11,0,0,9,SOLE_01,0.6825
2025-07-01,3,L3,Nike,Vaporfly Engineered Mesh,81,68,2,2,0,11,STITCH_02,0.8233
2025-07-01,1,L4,Decathlon,Kalenji Trail Sole Unit,171,126,5,23,0,8,STITCH_04,0.7127
2025-07-01,2,L4,Crocs,LiteRide Insole Unit,176,92,5,100,76,8,STITCH_04,0.4947
2025-07-01,3,L4,Crocs,LiteRide Insole Unit,115,89,3,22,0,12,STITCH_04,0.751
2025-07-01,1,L5,Nike,Vaporfly Engineered Mesh,140,118,3,12,0,11,STITCH_06,0.8267
2025-07-01,2,L5,Decathlon,Kalenji Trail Sole Unit,148,109,2,20,0,11,SOLE_02,0.7233
2025-07-01,3,L5,Crocs,Bayaband Slide Upper,110,48,2,197,0,10,STITCH_06,0.4223
2025-07-01,1,L6,Decathlon,Kiprun Carbon Plate,101,76,4,20,29,6,SHIMA_07,0.7146
2025-07-01,2,L6,Crocs,LiteRide Insole Unit,107,81,3,53,0,6,STITCH_07,0.7326
2025-07-01,3,L6,Decathlon,Kiprun Carbon Plate,66,52,4,8,14,10,SHIMA_07,0.7397
2025-07-01,1,L7,Nike,Dunk Low Textile Upper,123,63,3,151,0,10,STITCH_08,0.4919
2025-07-01,2,L7,Decathlon,Kiprun Carbon Plate,134,94,5,23,0,8,SHIMA_09,0.6683
2025-07-01,3,L7,Decathlon,Kalenji Trail Sole Unit,90,65,5,29,0,7,SHIMA_09,0.6683
2025-07-01,1,L8,Crocs,Bayaband Slide Upper,152,106,5,74,15,7,SOLE_04,0.6655
2025-07-01,2,L8,Decathlon,Quechua Hiking Upper,149,130,5,21,0,7,SOLE_04,0.8416
2025-07-01,3,L8,Crocs,Bayaband Slide Upper,107,68,3,15,61,5,SOLE_04,0.6152
2025-07-02,1,L1,Nike,Air Max Flyknit Upper,164,148,6,1,0,6,SHIMA_03,0.8693
2025-07-02,2,L1,Nike,ZoomX Carbon Plate Insert,151,118,4,17,13,7,SHIMA_01,0.7574
2025-07-02,1,L2,Nike,Vaporfly Engineered Mesh,132,100,4,24,0,5,SHIMA_06,0.7297
2025-07-02,2,L2,Nike,ZoomX Carbon Plate Insert,142,104,6,13,0,4,SHIMA_06,0.6935
2025-07-02,1,L3,Nike,Pegasus 3D Knit Collar,142,106,4,20,0,11,STITCH_01,0.7191
2025-07-02,2,L3,Nike,Air Max Flyknit Upper,123,96,9,16,0,9,STITCH_01,0.7098
2025-07-02,1,L4,Crocs,Bayaband Slide Upper,143,120,8,15,0,11,STITCH_03,0.7882
2025-07-02,2,L4,Crocs,LiteRide Insole Unit,157,98,4,27,60,8,SOLE_02,0.599
2025-07-02,1,L5,Crocs,Classic Clog Strap Assembly,140,103,3,1,70,8,STITCH_05,0.7159
2025-07-02,2,L5,Crocs,Classic Clog Strap Assembly,157,127,7,24,0,11,SOLE_02,0.7682
2025-07-02,1,L6,Nike,ZoomX Carbon Plate Insert,131,114,8,14,0,9,SHIMA_07,0.8146
2025-07-02,2,L6,Decathlon,Kiprun Carbon Plate,120,89,2,11,0,8,SHIMA_08,0.7318
2025-07-02,1,L7,Decathlon,Kiprun Carbon Plate,96,84,6,14,0,6,STITCH_07,0.8181
2025-07-02,2,L7,Decathlon,Quechua Hiking Upper,111,89,6,22,0,9,STITCH_08,0.7541
2025-07-02,1,L8,Decathlon,Kalenji Trail Sole Unit,140,76,2,182,0,8,SOLE_04,0.5317
2025-07-02,2,L8,Crocs,Bayaband Slide Upper,137,115,5,18,0,7,SOLE_04,0.807
2025-07-03,1,L1,Nike,Vaporfly Engineered Mesh,160,107,8,13,45,5,SHIMA_03,0.6223
2025-07-03,2,L1,Nike,Vaporfly Engineered Mesh,174,141,13,28,0,4,SHIMA_03,0.7364
2025-07-03,3,L1,Nike,Vaporfly Engineered Mesh,95,73,7,3,0,5,SHIMA_01,0.7012
2025-07-03,1,L2,Crocs,Bayaband Slide Upper,167,138,6,7,0,6,SHIMA_04,0.792
2025-07-03,2,L2,Nike,ZoomX Carbon Plate Insert,183,75,6,200,20,5,SHIMA_06,0.3773
2025-07-03,3,L2,Nike,Pegasus 3D Knit Collar,110,76,5,113,0,4,SHIMA_06,0.6505
2025-07-03,1,L3,Crocs,Bayaband Slide Upper,147,92,4,29,63,9,STITCH_01,0.6026
2025-07-03,2,L3,Nike,Vaporfly Engineered Mesh,151,101,5,11,37,11,STITCH_02,0.6412
2025-07-03,3,L3,Nike,Vaporfly Engineered Mesh,102,87,4,17,13,12,SOLE_01,0.8165
