date,line_id,brand,model_name,inspector_id,defect_type,severity,action,detection_point,inspection_time_seconds,photo_taken
2025-11-26,L1,Nike,ZoomX Carbon Plate Insert,INS_10,logo pozicija,major,rework,incoming,31,True
2025-07-07,L2,Nike,ZoomX Carbon Plate Insert,INS_04,šav neravnomjeran,major,rework,incoming,37,True
2025-10-31,L7,Decathlon,Kalenji Trail Sole Unit,INS_04,boja odstupa,major,rework,inline,53,True
2025-08-11,L2,Nike,ZoomX Carbon Plate Insert,INS_05,ljepilo vidljivo,minor,rework,incoming,62,True
2025-05-13,L8,Nike,ZoomX Carbon Plate Insert,INS_08,dimenzija van tolerancije,minor,pass,final,50,False
2026-02-18,L1,Nike,Dunk Low Textile Upper,INS_14,ljepilo vidljivo,minor,pass,final,36,False
2025-05-07,L4,Nike,ZoomX Carbon Plate Insert,INS_02,boja odstupa,major,scrap,final,52,True
2025-04-16,L2,Nike,Dunk Low Textile Upper,INS_12,šav neravnomjeran,major,rework,final,54,True
2025-10-16,L7,Decathlon,Kiprun Carbon Plate,INS_08,ljepilo vidljivo,major,rework,final,44,True
2025-10-13,L7,Crocs,Classic Clog Strap Assembly,INS_11,boja odstupa,critical,scrap,final,25,False
2025-07-16,L5,Crocs,Classic Clog Strap Assembly,INS_14,boja odstupa,major,rework,inline,59,False
2025-06-06,L8,Crocs,LiteRide Insole Unit,INS_12,materijal oštećen,critical,scrap,inline,60,True
2025-04-16,L3,Nike,Vaporfly Engineered Mesh,INS_10,ljepilo vidljivo,critical,rework,final,31,True
2025-08-22,L3,Nike,Dunk Low Textile Upper,INS_09,šav neravnomjeran,major,scrap,final,48,True
2026-02-12,L5,Crocs,LiteRide Insole Unit,INS_10,materijal oštećen,minor,rework,final,43,True
2025-08-25,L2,Nike,Pegasus 3D Knit Collar,INS_15,boja odstupa,major,scrap,inline,50,True
2026-02-27,L6,Crocs,Bayaband Slide Upper,INS_15,logo pozicija,minor,pass,inline,70,False
2025-05-15,L2,Nike,Vaporfly Engineered Mesh,INS_13,materijal oštećen,minor,rework,final,49,True
2025-04-30,L3,Crocs,Bayaband Slide Upper,INS_09,logo pozicija,major,rework,inline,53,True
2025-10-17,L3,Nike,ZoomX Carbon Plate Insert,INS_14,ljepilo vidljivo,minor,rework,customer_return,59,True
2025-11-04,L2,Nike,Air Max Flyknit Upper,INS_13,boja odstupa,critical,scrap,final,45,True
2025-04-01,L7,Nike,ZoomX Carbon Plate Insert,INS_07,materijal oštećen,major,pass,final,49,False
2025-10-24,L4,Crocs,LiteRide Insole Unit,INS_13,boja odstupa,minor,pass,inline,38,True
2025-12-30,L8,Nike,Dunk Low Textile Upper,INS_05,logo pozicija,major,rework,final,18,False
2025-09-11,L1,Nike,Pegasus 3D Knit Collar,INS_07,dimenzija van tolerancije,major,rework,customer_return,37,False
2025-05-12,L1,Crocs,LiteRide Insole Unit,INS_01,boja odstupa,major,pass,final,47,True
2025-11-20,L5,Decathlon,Kalenji Trail Sole Unit,INS_11,dimenzija van tolerancije,critical,scrap,final,64,True
2025-11-18,L1,Nike,Air Max Flyknit Upper,INS_03,dimenzija van tolerancije,critical,scrap,final,37,False
2025-06-17,L4,Crocs,Classic Clog Strap Assembly,INS_04,đon delaminacija,critical,scrap,final,29,True
2025-05-23,L4,Crocs,Classic Clog Strap Assembly,INS_05,dimenzija van tolerancije,major,rework,final,50,False
2026-01-28,L8,Crocs,LiteRide Insole Unit,INS_13,šav neravnomjeran,major,pass,final,24,True
2025-12-15,L6,Decathlon,Quechua Hiking Upper,INS_08,đon delaminacija,critical,scrap,final,46,False
2026-01-09,L6,Nike,ZoomX Carbon Plate Insert,INS_09,materijal oštećen,critical,scrap,final,53,True
2025-03-21,L3,Nike,ZoomX Carbon Plate Insert,INS_02,logo pozicija,minor,scrap,final,54,True
2026-01-28,L6,Decathlon,Kalenji Trail Sole Unit,INS_14,logo pozicija,minor,pass,final,36,True
2025-12-04,L5,Crocs,Classic Clog Strap Assembly,INS_02,logo pozicija,major,rework,final,64,True
2025-09-26,L2,Nike,Vaporfly Engineered Mesh,INS_13,šav neravnomjeran,minor,pass,inline,50,True
2025-09-12,L6,Decathlon,Quechua Hiking Upper,INS_14,ljepilo vidljivo,major,scrap,final,40,True
2025-05-14,L3,Nike,Dunk Low Textile Upper,INS_07,ljepilo vidljivo,minor,rework,inline,57,False
2025-09-18,L4,Decathlon,Kiprun Carbon Plate,INS_13,3D knit greška,major,rework,inline,57,True
2025-06-04,L5,Crocs,Classic Clog Strap Assembly,INS_12,3D knit greška,major,rework,final,70,True
2025-07-07,L7,Decathlon,Kalenji Trail Sole Unit,INS_01,šav neravnomjeran,major,scrap,inline,52,True
2025-10-31,L5,Crocs,LiteRide Insole Unit,INS_08,dimenzija van tolerancije,critical,scrap,final,45,True
2025-06-12,L3,Nike,Air Max Flyknit Upper,INS_08,đon delaminacija,minor,pass,inline,53,True
2025-09-02,L5,Crocs,Classic Clog Strap Assembly,INS_09,dimenzija van tolerancije,major,scrap,final,42,True
2025-08-28,L3,Nike,Air Max Flyknit Upper,INS_07,šav neravnomjeran,minor,rework,final,57,True
2025-06-04,L6,Decathlon,Kiprun Carbon Plate,INS_15,ljepilo vidljivo,minor,rework,final,52,True
2025-04-04,L7,Nike,Air Max Flyknit Upper,INS_07,boja odstupa,minor,pass,inline,62,False
2025-03-04,L4,Crocs,Classic Clog Strap Assembly,INS_14,đon delaminacija,critical,scrap,customer_return,38,True
2025-06-17,L2,Nike,Vaporfly Engineered Mesh,INS_09,dimenzija van tolerancije,minor,pass,inline,54,False
2025-10-02,L1,Nike,Air Max Flyknit Upper,INS_14,logo pozicija,minor,pass,incoming,64,True
2025-12-29,L8,Nike,Dunk Low Textile Upper,INS_01,materijal oštećen,critical,scrap,final,40,False
2026-02-10,L6,Decathlon,Kiprun Carbon Plate,INS_11,ljepilo vidljivo,major,scrap,final,37,True
2025-06-05,L1,Nike,Vaporfly Engineered Mesh,INS_09,materijal oštećen,minor,pass,inline,43,True
2025-12-12,L8,Nike,Pegasus 3D Knit Collar,INS_02,3D knit greška,major,scrap,inline,62,False
2025-06-25,L7,Decathlon,Quechua Hiking Upper,INS_12,šav neravnomjeran,major,pass,final,31,True
2025-05-27,L4,Crocs,Bayaband Slide Upper,INS_02,materijal oštećen,minor,pass,final,37,False
2025-07-01,L3,Nike,Air Max Flyknit Upper,INS_05,boja odstupa,minor,rework,final,26,False
2025-09-04,L1,Nike,Air Max Flyknit Upper,INS_12,šav neravnomjeran,major,scrap,inline,54,False
2025-11-24,L4,Crocs,LiteRide Insole Unit,INS_04,šav neravnomjeran,minor,rework,inline,46,True
2025-03-20,L6,Decathlon,Quechua Hiking Upper,INS_10,materijal oštećen,major,rework,final,65,False
2025-05-08,L5,Crocs,LiteRide Insole Unit,INS_12,ljepilo vidljivo,major,scrap,customer_return,51,False
2025-11-28,L1,Nike,Vaporfly Engineered Mesh,INS_07,ljepilo vidljivo,major,scrap,inline,46,False
2026-01-08,L7,Decathlon,Kalenji Trail Sole Unit,INS_03,šav neravnomjeran,minor,pass,final,28,False
2025-10-09,L1,Nike,Vaporfly Engineered Mesh,INS_03,logo pozicija,minor,pass,inline,25,True
2025-04-28,L1,Nike,Pegasus 3D Knit Collar,INS_12,šav neravnomjeran,major,scrap,inline,51,True
2025-03-10,L1,Nike,ZoomX Carbon Plate Insert,INS_09,boja odstupa,minor,pass,final,43,True
2025-05-16,L6,Decathlon,Kiprun Carbon Plate,INS_10,materijal oštećen,minor,scrap,inline,28,True
2025-05-08,L7,Decathlon,Kiprun Carbon Plate,INS_04,dimenzija van tolerancije,major,scrap,final,61,False
2025-03-13,L1,Crocs,Classic Clog Strap Assembly,INS_15,logo pozicija,minor,pass,inline,45,False
2025-03-20,L2,Nike,ZoomX Carbon Plate Insert,INS_10,ljepilo vidljivo,major,rework,inline,46,True
2025-11-21,L7,Decathlon,Kalenji Trail Sole Unit,INS_11,ljepilo vidljivo,minor,pass,inline,32,True
2025-09-24,L5,Decathlon,Quechua Hiking Upper,INS_03,ljepilo vidljivo,minor,pass,final,47,True
2026-02-13,L2,Nike,Vaporfly Engineered Mesh,INS_03,logo pozicija,minor,pass,inline,46,True
2026-01-26,L7,Decathlon,Kalenji Trail Sole Unit,INS_09,ljepilo vidljivo,minor,pass,incoming,41,True
2025-08-07,L5,Crocs,Bayaband Slide Upper,INS_06,boja odstupa,minor,pass,inline,40,True
2025-05-08,L3,Nike,Vaporfly Engineered Mesh,INS_15,dimenzija van tolerancije,major,scrap,final,54,False
2025-11-25,L8,Nike,Pegasus 3D Knit Collar,INS_13,materijal oštećen,major,rework,final,29,True
2026-01-12,L3,Crocs,Classic Clog Strap Assembly,INS_08,logo pozicija,major,rework,customer_return,59,True
2025-03-18,L5,Decathlon,Kalenji Trail Sole Unit,INS_09,logo pozicija,major,pass,inline,43,False
2025-06-26,L1,Nike,Air Max Flyknit Upper,INS_03,materijal oštećen,critical,scrap,inline,55,False
2025-11-06,L2,Nike,Air Max Flyknit Upper,INS_06,materijal oštećen,major,rework,final,31,True
2025-09-29,L2,Nike,Air Max Flyknit Upper,INS_11,ljepilo vidljivo,minor,rework,final,29,True
2025-06-20,L4,Crocs,LiteRide Insole Unit,INS_11,šav neravnomjeran,minor,pass,inline,39,True
2025-04-01,L3,Nike,Air Max Flyknit Upper,INS_04,logo pozicija,minor,pass,inline,60,True
2025-12-24,L4,Crocs,Classic Clog Strap Assembly,INS_01,logo pozicija,minor,rework,final,51,False
2025-11-28,L8,Nike,Dunk Low Textile Upper,INS_05,materijal oštećen,critical,scrap,incoming,54,True
2025-09-22,L1,Nike,Vaporfly Engineered Mesh,INS_12,boja odstupa,major,scrap,final,33,True
2025-03-07,L6,Nike,Vaporfly Engineered Mesh,INS_10,ljepilo vidljivo,minor,pass,customer_return,29,False
2026-02-05,L3,Nike,Dunk Low Textile Upper,INS_06,šav neravnomjeran,major,rework,inline,47,False
2025-11-18,L8,Nike,Pegasus 3D Knit Collar,INS_13,ljepilo vidljivo,critical,scrap,final,57,True
2025-04-28,L6,Decathlon,Kalenji Trail Sole Unit,INS_05,šav neravnomjeran,major,rework,final,54,True
2025-08-05,L7,Decathlon,Quechua Hiking Upper,INS_02,boja odstupa,critical,scrap,incoming,67,True
2025-11-14,L5,Crocs,Bayaband Slide Upper,INS_09,materijal oštećen,critical,scrap,final,67,False
2025-07-31,L5,Crocs,LiteRide Insole Unit,INS_04,logo pozicija,minor,rework,inline,31,True
2025-05-06,L8,Crocs,Classic Clog Strap Assembly,INS_13,dimenzija van tolerancije,major,rework,final,46,True
2026-02-17,L7,Decathlon,Quechua Hiking Upper,INS_09,3D knit greška,major,rework,final,59,False
2025-09-16,L1,Nike,Air Max Flyknit Upper,INS_03,materijal oštećen,minor,pass,final,42,True
2025-10-27,L3,Nike,Air Max Flyknit Upper,INS_01,šav neravnomjeran,minor,pass,inline,47,True
2025-08-08,L8,Nike,Air Max Flyknit Upper,INS_11,šav neravnomjeran,critical,scrap,final,45,True
2026-01-23,L3,Nike,Air Max Flyknit Upper,INS_05,boja odstupa,major,rework,customer_return,33,True
2025-11-27,L7,Decathlon,Quechua Hiking Upper,INS_10,šav neravnomjeran,minor,pass,inline,33,False
2025-06-06,L7,Decathlon,Quechua Hiking Upper,INS_09,materijal oštećen,critical,scrap,inline,50,False
2025-05-23,L5,Crocs,LiteRide Insole Unit,INS_04,ljepilo vidljivo,minor,rework,final,46,True
2026-01-12,L5,Crocs,Bayaband Slide Upper,INS_15,ljepilo vidljivo,minor,pass,final,45,True
2025-09-25,L7,Decathlon,Kalenji Trail Sole Unit,INS_06,materijal oštećen,critical,scrap,incoming,34,True
2026-02-26,L1,Nike,Pegasus 3D Knit Collar,INS_08,ljepilo vidljivo,major,pass,final,52,False
2025-10-15,L6,Decathlon,Kalenji Trail Sole Unit,INS_10,materijal oštećen,major,rework,incoming,15,True
2025-08-01,L2,Nike,ZoomX Carbon Plate Insert,INS_12,dimenzija van tolerancije,minor,pass,final,34,True
2025-11-12,L3,Nike,Dunk Low Textile Upper,INS_06,ljepilo vidljivo,major,rework,inline,48,False
2025-04-23,L7,Nike,Vaporfly Engineered Mesh,INS_03,ljepilo vidljivo,minor,pass,final,34,True
2025-04-11,L7,Crocs,Classic Clog Strap Assembly,INS_02,ljepilo vidljivo,minor,scrap,final,60,True
2025-03-20,L1,Nike,Pegasus 3D Knit Collar,INS_12,šav neravnomjeran,minor,pass,inline,41,False
2025-03-13,L4,Crocs,LiteRide Insole Unit,INS_03,ljepilo vidljivo,minor,pass,final,42,True
2025-08-11,L5,Crocs,Bayaband Slide Upper,INS_05,dimenzija van tolerancije,major,scrap,final,35,True
2025-06-17,L8,Nike,Vaporfly Engineered Mesh,INS_03,dimenzija van tolerancije,critical,scrap,final,33,True
2025-12-30,L6,Decathlon,Quechua Hiking Upper,INS_13,logo pozicija,major,rework,final,55,True
2025-10-24,L1,Nike,Dunk Low Textile Upper,INS_06,logo pozicija,minor,rework,inline,39,False
2025-08-21,L5,Crocs,Bayaband Slide Upper,INS_08,šav neravnomjeran,minor,pass,final,69,False
2025-11-19,L2,Nike,Dunk Low Textile Upper,INS_15,boja odstupa,critical,scrap,inline,51,True
2025-07-31,L4,Crocs,Bayaband Slide Upper,INS_13,boja odstupa,major,scrap,customer_return,38,True
2025-04-23,L8,Nike,Air Max Flyknit Upper,INS_09,materijal oštećen,major,scrap,final,32,False
2025-04-25,L5,Decathlon,Kalenji Trail Sole Unit,INS_11,ljepilo vidljivo,minor,rework,customer_return,54,False
2025-12-05,L5,Crocs,LiteRide Insole Unit,INS_03,šav neravnomjeran,minor,pass,final,44,True
2025-03-21,L7,Decathlon,Kalenji Trail Sole Unit,INS_15,đon delaminacija,major,pass,inline,53,True
2025-04-24,L8,Crocs,Bayaband Slide Upper,INS_12,dimenzija van tolerancije,minor,pass,inline,45,False
2025-07-29,L1,Nike,Air Max Flyknit Upper,INS_07,materijal oštećen,major,rework,final,46,True
2025-04-17,L7,Decathlon,Kalenji Trail Sole Unit,INS_10,dimenzija van tolerancije,major,rework,incoming,35,True
2025-03-26,L7,Decathlon,Quechua Hiking Upper,INS_13,materijal oštećen,critical,scrap,inline,28,True
2025-09-11,L1,Nike,Dunk Low Textile Upper,INS_04,logo pozicija,minor,pass,customer_return,38,True
2025-06-23,L8,Decathlon,Quechua Hiking Upper,INS_11,dimenzija van tolerancije,critical,rework,final,44,False
2025-09-12,L6,Decathlon,Quechua Hiking Upper,INS_14,ljepilo vidljivo,minor,pass,inline,17,False
2026-02-23,L6,Decathlon,Kalenji Trail Sole Unit,INS_03,materijal oštećen,major,rework,final,44,True
2025-03-17,L7,Decathlon,Kalenji Trail Sole Unit,INS_08,materijal oštećen,critical,scrap,inline,32,True
2025-06-03,L4,Decathlon,Kalenji Trail Sole Unit,INS_15,3D knit greška,major,rework,customer_return,57,True
2026-02-16,L2,Nike,ZoomX Carbon Plate Insert,INS_03,boja odstupa,major,scrap,final,36,False
2025-05-23,L4,Crocs,Bayaband Slide Upper,INS_01,materijal oštećen,major,rework,inline,40,True
2025-09-16,L4,Nike,ZoomX Carbon Plate Insert,INS_05,ljepilo vidljivo,major,rework,final,43,True
2025-06-30,L8,Crocs,Classic Clog Strap Assembly,INS_02,materijal oštećen,major,scrap,inline,31,True
2025-05-27,L4,Crocs,Bayaband Slide Upper,INS_15,šav neravnomjeran,major,rework,final,39,False
2025-09-12,L7,Nike,ZoomX Carbon Plate Insert,INS_07,ljepilo vidljivo,major,rework,final,55,False
2025-05-21,L3,Nike,Air Max Flyknit Upper,INS_15,šav neravnomjeran,minor,pass,inline,39,False
2025-04-10,L3,Nike,Vaporfly Engineered Mesh,INS_07,materijal oštećen,major,scrap,incoming,51,False
2025-04-01,L3,Nike,Vaporfly Engineered Mesh,INS_01,đon delaminacija,critical,scrap,customer_return,25,True
2025-09-29,L6,Decathlon,Kiprun Carbon Plate,INS_04,ljepilo vidljivo,minor,pass,inline,23,True
2026-02-20,L4,Nike,ZoomX Carbon Plate Insert,INS_12,materijal oštećen,minor,pass,incoming,47,True
2025-09-08,L4,Crocs,Classic Clog Strap Assembly,INS_09,boja odstupa,minor,pass,final,27,True
2026-02-25,L6,Decathlon,Kiprun Carbon Plate,INS_14,šav neravnomjeran,critical,scrap,inline,36,False
2026-01-22,L4,Nike,Dunk Low Textile Upper,INS_08,boja odstupa,major,scrap,customer_return,35,False
2025-03-21,L2,Nike,Dunk Low Textile Upper,INS_01,ljepilo vidljivo,minor,pass,final,57,False
2025-04-25,L4,Crocs,LiteRide Insole Unit,INS_04,boja odstupa,minor,pass,inline,42,True
2025-04-11,L7,Decathlon,Quechua Hiking Upper,INS_01,boja odstupa,major,scrap,customer_return,56,True
2025-09-12,L1,Nike,Air Max Flyknit Upper,INS_14,šav neravnomjeran,major,rework,final,31,False
2025-12-26,L5,Crocs,Bayaband Slide Upper,INS_10,boja odstupa,major,rework,final,18,True
2025-03-18,L2,Nike,Air Max Flyknit Upper,INS_08,šav neravnomjeran,minor,pass,final,28,True
2025-03-24,L1,Nike,Air Max Flyknit Upper,INS_08,boja odstupa,minor,scrap,inline,28,True
2025-06-19,L8,Crocs,LiteRide Insole Unit,INS_10,logo pozicija,major,rework,inline,63,True
2025-12-15,L3,Nike,ZoomX Carbon Plate Insert,INS_05,logo pozicija,critical,scrap,inline,38,False
2025-05-13,L8,Nike,ZoomX Carbon Plate Insert,INS_02,đon delaminacija,minor,pass,inline,54,True
2025-05-30,L4,Decathlon,Kalenji Trail Sole Unit,INS_15,logo pozicija,major,pass,final,27,True
2025-05-09,L1,Crocs,Bayaband Slide Upper,INS_03,ljepilo vidljivo,critical,rework,final,44,True
2025-08-19,L1,Nike,Vaporfly Engineered Mesh,INS_08,boja odstupa,minor,scrap,final,27,True
2025-12-30,L4,Nike,Pegasus 3D Knit Collar,INS_05,boja odstupa,minor,pass,final,28,True
2025-05-01,L4,Crocs,LiteRide Insole Unit,INS_09,boja odstupa,major,scrap,incoming,63,True
2025-08-08,L5,Crocs,Bayaband Slide Upper,INS_08,materijal oštećen,major,rework,final,49,True
2025-03-10,L8,Nike,Air Max Flyknit Upper,INS_09,dimenzija van tolerancije,minor,pass,inline,42,True
2025-04-23,L8,Decathlon,Quechua Hiking Upper,INS_04,šav neravnomjeran,minor,pass,inline,61,True
2025-12-26,L5,Crocs,LiteRide Insole Unit,INS_08,ljepilo vidljivo,minor,pass,incoming,34,False
2025-09-11,L2,Nike,Dunk Low Textile Upper,INS_15,ljepilo vidljivo,minor,rework,final,21,True
2025-08-21,L4,Crocs,Classic Clog Strap Assembly,INS_15,šav neravnomjeran,major,scrap,final,35,False
2025-05-19,L3,Nike,Pegasus 3D Knit Collar,INS_07,logo pozicija,minor,pass,inline,54,False
2025-10-17,L5,Decathlon,Kalenji Trail Sole Unit,INS_10,ljepilo vidljivo,minor,pass,inline,33,False
2025-06-17,L1,Nike,Pegasus 3D Knit Collar,INS_13,ljepilo vidljivo,minor,pass,inline,43,False
2026-01-22,L2,Crocs,Bayaband Slide Upper,INS_02,boja odstupa,minor,pass,final,21,True
2025-12-25,L3,Nike,ZoomX Carbon Plate Insert,INS_03,šav neravnomjeran,minor,pass,final,42,True
2026-01-16,L3,Nike,Vaporfly Engineered Mesh,INS_07,šav neravnomjeran,minor,pass,incoming,64,True
2025-06-11,L3,Nike,Dunk Low Textile Upper,INS_02,3D knit greška,minor,pass,inline,47,True
2026-02-06,L1,Nike,Pegasus 3D Knit Collar,INS_13,šav neravnomjeran,minor,pass,inline,57,False
2025-04-15,L3,Nike,Dunk Low Textile Upper,INS_15,đon delaminacija,critical,rework,inline,41,False
2025-09-08,L2,Nike,Dunk Low Textile Upper,INS_06,šav neravnomjeran,major,rework,inline,44,False
2025-09-26,L2,Crocs,LiteRide Insole Unit,INS_03,boja odstupa,minor,pass,final,53,True
2025-11-04,L2,Nike,Air Max Flyknit Upper,INS_09,ljepilo vidljivo,minor,pass,inline,57,True
2025-03-04,L2,Crocs,Classic Clog Strap Assembly,INS_06,šav neravnomjeran,minor,pass,inline,37,False
2025-11-17,L7,Crocs,Bayaband Slide Upper,INS_15,materijal oštećen,minor,pass,inline,32,True
2025-03-03,L2,Nike,ZoomX Carbon Plate Insert,INS_10,dimenzija van tolerancije,major,rework,customer_return,44,False
2025-06-30,L2,Nike,ZoomX Carbon Plate Insert,INS_13,materijal oštećen,critical,scrap,final,56,False
2025-11-11,L8,Nike,Vaporfly Engineered Mesh,INS_15,ljepilo vidljivo,minor,pass,incoming,42,True
2025-03-14,L1,Nike,ZoomX Carbon Plate Insert,INS_03,ljepilo vidljivo,major,rework,inline,52,True
2025-07-22,L3,Nike,Vaporfly Engineered Mesh,INS_10,logo pozicija,minor,rework,inline,51,True
2025-07-10,L6,Nike,Vaporfly Engineered Mesh,INS_14,materijal oštećen,critical,scrap,inline,43,True
2025-10-16,L3,Nike,ZoomX Carbon Plate Insert,INS_01,šav neravnomjeran,critical,scrap,incoming,54,True
2025-09-09,L8,Nike,Vaporfly Engineered Mesh,INS_15,šav neravnomjeran,major,rework,incoming,47,True
2026-02-17,L1,Nike,Pegasus 3D Knit Collar,INS_03,materijal oštećen,major,rework,inline,42,True
2025-07-24,L2,Nike,ZoomX Carbon Plate Insert,INS_12,boja odstupa,minor,pass,inline,39,True
2025-04-14,L5,Crocs,Classic Clog Strap Assembly,INS_06,3D knit greška,critical,rework,inline,53,False
2025-03-10,L8,Nike,Air Max Flyknit Upper,INS_01,materijal oštećen,minor,pass,inline,49,False
2026-02-12,L5,Crocs,LiteRide Insole Unit,INS_15,materijal oštećen,minor,pass,inline,52,False
2025-11-25,L1,Nike,Vaporfly Engineered Mesh,INS_10,materijal oštećen,minor,scrap,final,37,True
2026-02-18,L8,Decathlon,Quechua Hiking Upper,INS_15,šav neravnomjeran,major,rework,final,48,True
2025-05-27,L4,Decathlon,Kalenji Trail Sole Unit,INS_01,ljepilo vidljivo,major,scrap,incoming,39,True
2025-07-03,L8,Nike,Air Max Flyknit Upper,INS_03,boja odstupa,critical,rework,incoming,47,True
2025-12-30,L4,Nike,ZoomX Carbon Plate Insert,INS_11,dimenzija van tolerancije,major,pass,inline,37,True
2025-04-01,L8,Nike,Vaporfly Engineered Mesh,INS_03,šav neravnomjeran,minor,pass,inline,73,True
2025-03-07,L5,Nike,Pegasus 3D Knit Collar,INS_09,3D knit greška,minor,pass,incoming,51,False
2025-08-08,L7,Decathlon,Kalenji Trail Sole Unit,INS_14,šav neravnomjeran,critical,scrap,customer_return,70,True
2026-02-23,L8,Crocs,Classic Clog Strap Assembly,INS_07,ljepilo vidljivo,minor,rework,final,60,True
2025-05-06,L3,Nike,Dunk Low Textile Upper,INS_01,šav neravnomjeran,minor,pass,incoming,45,True
2025-07-11,L6,Decathlon,Kalenji Trail Sole Unit,INS_08,šav neravnomjeran,minor,rework,final,56,True
2025-03-31,L4,Crocs,Bayaband Slide Upper,INS_12,logo pozicija,minor,pass,final,54,False
2025-10-06,L8,Decathlon,Kalenji Trail Sole Unit,INS_09,3D knit greška,minor,pass,final,50,True
2025-09-03,L4,Crocs,Classic Clog Strap Assembly,INS_09,đon delaminacija,major,rework,customer_return,47,True
2025-06-12,L1,Nike,Vaporfly Engineered Mesh,INS_13,dimenzija van tolerancije,minor,rework,inline,47,True
2025-06-10,L8,Decathlon,Quechua Hiking Upper,INS_02,đon delaminacija,minor,rework,final,50,False
2025-05-15,L8,Decathlon,Quechua Hiking Upper,INS_13,logo pozicija,major,pass,customer_return,44,False
2025-07-10,L7,Decathlon,Quechua Hiking Upper,INS_02,logo pozicija,minor,pass,inline,38,True
2026-02-11,L5,Crocs,LiteRide Insole Unit,INS_04,materijal oštećen,major,pass,inline,43,True
2025-06-27,L4,Nike,Vaporfly Engineered Mesh,INS_07,šav neravnomjeran,minor,pass,final,37,True
2025-10-02,L2,Nike,Air Max Flyknit Upper,INS_06,ljepilo vidljivo,major,scrap,inline,50,False
2025-12-08,L1,Nike,Air Max Flyknit Upper,INS_03,đon delaminacija,critical,scrap,customer_return,28,True
2025-03-26,L8,Decathlon,Quechua Hiking Upper,INS_12,materijal oštećen,major,rework,final,33,True
2025-05-29,L1,Nike,ZoomX Carbon Plate Insert,INS_05,boja odstupa,critical,scrap,inline,36,False
2025-04-15,L1,Nike,Dunk Low Textile Upper,INS_07,šav neravnomjeran,major,pass,final,55,True
2025-10-20,L7,Decathlon,Quechua Hiking Upper,INS_12,šav neravnomjeran,major,rework,inline,60,True
2026-02-24,L2,Nike,Vaporfly Engineered Mesh,INS_11,šav neravnomjeran,major,pass,final,46,True
2025-03-13,L8,Decathlon,Kalenji Trail Sole Unit,INS_03,logo pozicija,major,scrap,inline,54,False
2025-05-15,L6,Decathlon,Kiprun Carbon Plate,INS_10,ljepilo vidljivo,major,pass,final,55,True
2025-03-26,L8,Decathlon,Quechua Hiking Upper,INS_04,boja odstupa,minor,pass,inline,23,True
2025-06-10,L5,Decathlon,Kiprun Carbon Plate,INS_13,materijal oštećen,major,rework,final,44,False
2025-07-08,L8,Crocs,LiteRide Insole Unit,INS_07,đon delaminacija,critical,scrap,final,48,True
2025-05-07,L6,Decathlon,Quechua Hiking Upper,INS_14,đon delaminacija,major,scrap,final,53,True
2025-07-14,L8,Nike,Air Max Flyknit Upper,INS_05,šav neravnomjeran,major,rework,final,46,False
2026-01-21,L3,Nike,Pegasus 3D Knit Collar,INS_02,dimenzija van tolerancije,minor,scrap,inline,37,False
2025-05-14,L3,Nike,Pegasus 3D Knit Collar,INS_08,boja odstupa,minor,pass,inline,49,True
2025-06-23,L3,Nike,Pegasus 3D Knit Collar,INS_15,šav neravnomjeran,major,pass,final,43,True
2025-07-07,L4,Crocs,LiteRide Insole Unit,INS_01,dimenzija van tolerancije,major,rework,inline,20,True
2025-03-07,L2,Nike,Vaporfly Engineered Mesh,INS_11,šav neravnomjeran,major,scrap,final,32,True
2026-01-08,L1,Crocs,Classic Clog Strap Assembly,INS_08,3D knit greška,minor,pass,inline,46,False
2025-06-02,L4,Decathlon,Kiprun Carbon Plate,INS_11,dimenzija van tolerancije,major,rework,final,59,True
2025-11-21,L1,Nike,Pegasus 3D Knit Collar,INS_14,ljepilo vidljivo,major,rework,incoming,29,False
2025-06-03,L3,Nike,Vaporfly Engineered Mesh,INS_15,šav neravnomjeran,major,rework,incoming,57,True
2025-09-12,L4,Crocs,Bayaband Slide Upper,INS_13,šav neravnomjeran,major,rework,final,41,False
2025-07-03,L3,Nike,Vaporfly Engineered Mesh,INS_14,boja odstupa,major,rework,inline,54,True
2025-09-15,L2,Nike,Air Max Flyknit Upper,INS_13,šav neravnomjeran,minor,pass,final,27,True
2025-06-27,L8,Crocs,Bayaband Slide Upper,INS_08,đon delaminacija,critical,scrap,incoming,48,False
2025-09-26,L4,Crocs,Classic Clog Strap Assembly,INS_02,logo pozicija,minor,scrap,final,51,True
2025-04-24,L8,Crocs,Bayaband Slide Upper,INS_01,đon delaminacija,major,scrap,final,49,True
2025-03-14,L2,Nike,ZoomX Carbon Plate Insert,INS_02,materijal oštećen,critical,scrap,inline,33,False
2025-11-19,L7,Nike,Air Max Flyknit Upper,INS_15,ljepilo vidljivo,minor,pass,inline,43,True
2026-02-11,L1,Nike,Vaporfly Engineered Mesh,INS_04,šav neravnomjeran,critical,scrap,final,60,True
2025-06-05,L4,Nike,Dunk Low Textile Upper,INS_01,ljepilo vidljivo,major,rework,inline,33,True
2025-09-19,L1,Nike,ZoomX Carbon Plate Insert,INS_10,ljepilo vidljivo,critical,scrap,incoming,43,True
2025-12-12,L6,Decathlon,Kiprun Carbon Plate,INS_01,ljepilo vidljivo,major,rework,final,65,True
