material_id,material_name,category,supplier,country_origin,current_stock,reorder_point,lead_time_days,unit_price_eur,last_order_date,consumption_rate_daily,hs_code
MAT_0226,PU Adhesive PU-400 M,Adhesive,Henkel AG,DE,68,91,15,18.91,2025-12-18,32,350691
MAT_0227,Flat Laces 120cm Lite,Accessories,Zecchetto Accessori,IT,620,381,16,1.01,2026-01-23,128,560790
MAT_0228,Flat Laces 120cm Ivory,Accessories,Zecchetto Accessori,IT,321,145,10,0.78,2026-02-25,78,560790
MAT_0229,Nylon Bonded Thread T-70 Lite,Thread,American & Efird,US,768,326,31,6.97,2025-12-24,56,540249
MAT_0230,Polyester Mesh 300D Ultra,Textile,Far Eastern Textile,TW,1168,747,41,3.84,2026-01-26,98,600632
MAT_0231,Rubber Sole Sheet CR L,Sole,Gomma Padana,IT,95,50,10,12.28,2026-02-13,26,400599
MAT_0232,EVA Foam Sheet 6mm Ultra,Foam,Foam Italia,IT,123,131,9,3.98,2026-01-12,78,391590
MAT_0233,Croslite Pellets Batch Narrow,Components,Crocs Inc (supplied),US,959,402,40,9.0,2026-02-23,54,391400
MAT_0234,Round Laces 110cm XL,Accessories,Zecchetto Accessori,IT,317,201,18,0.77,2025-12-29,60,560790
MAT_0235,Thermoplastic Stiffener 1.2mm Narrow,Components,Texon International,GB,307,150,15,3.58,2026-02-27,53,392190
MAT_0236,Flyknit Yarn 2.0 Red Cream,Yarn,Toray Industries,JP,186,305,47,21.76,2026-01-24,35,540233
MAT_0237,Croslite Pellets Batch Lite,Components,Crocs Inc (supplied),US,612,474,36,8.9,2026-01-04,71,391400
MAT_0238,Flyknit Yarn 2.0 Blue M,Yarn,Toray Industries,JP,717,321,52,17.66,2026-02-22,33,540233
MAT_0239,Flyknit Yarn 2.0 Black XL,Yarn,Toray Industries,JP,1231,683,47,18.73,2026-02-13,78,540233
MAT_0240,EVA Foam Sheet 8mm HD,Foam,Foam Italia,IT,333,223,14,3.63,2025-12-07,85,391590
MAT_0241,TPU Film Matte 0.3mm v2,Film,Covestro AG,DE,95,40,8,8.61,2026-02-19,27,392062
MAT_0242,TPU Film Clear 0.3mm v3,Film,Covestro AG,DE,93,53,14,10.72,2025-12-01,20,392062
MAT_0243,Flyknit Yarn 2.0 Blue XL,Yarn,Toray Industries,JP,473,311,42,18.6,2026-02-24,39,540233
MAT_0244,Round Laces 110cm Charcoal,Accessories,Zecchetto Accessori,IT,156,103,7,1.03,2026-02-21,79,560790
MAT_0245,Polyester Core Thread T-60 HD,Thread,Coats Group,GB,188,179,15,5.06,2025-12-19,64,540710
MAT_0246,TPU Film Clear 0.3mm Eco,Film,Covestro AG,DE,96,51,13,10.69,2025-12-12,21,392062
MAT_0247,NFC Tag NTAG213 S,Accessories,NXP Semiconductors,NL,682,1024,16,0.52,2025-12-07,344,852352
MAT_0248,Heel Counter Moulded XL,Components,Texon International,GB,417,222,12,2.91,2025-12-03,99,640610
MAT_0249,Thermoplastic Stiffener 1.2mm Lite,Components,Texon International,GB,158,130,15,3.45,2026-02-17,46,392190
MAT_0250,Hot Melt HM-200 Narrow,Adhesive,Henkel AG,DE,15,19,9,23.41,2026-02-13,11,350691
MAT_0251,Polyester Mesh 300D Wide,Textile,Far Eastern Textile,TW,1944,793,34,3.92,2026-02-24,125,600632
MAT_0252,Flyknit Yarn 2.0 White Olive,Yarn,Toray Industries,JP,1284,749,40,19.09,2026-01-11,100,540233
MAT_0253,Croslite Pellets Batch XL,Components,Crocs Inc (supplied),US,204,347,27,9.8,2026-01-28,69,391400
MAT_0254,Flat Laces 120cm Coral,Accessories,Zecchetto Accessori,IT,575,285,12,1.0,2026-02-16,128,560790
MAT_0255,NFC Tag NTAG213 v3,Accessories,NXP Semiconductors,NL,584,445,9,0.43,2025-12-30,266,852352
MAT_0256,TPU Film Clear 0.3mm S,Film,Covestro AG,DE,71,54,7,9.22,2026-01-13,42,392062
MAT_0257,Silica Gel 3g Sachet v2,Packaging,Shenzhen Minghui,CN,6938,4961,37,0.04,2025-12-10,722,381700
MAT_0258,TPU Film Clear 0.3mm Wide,Film,Covestro AG,DE,197,109,12,8.75,2025-12-07,49,392062
MAT_0259,Shoe Box 330x230 White L,Packaging,Karteks Banja Luka,BA,391,201,3,0.72,2026-01-13,360,481910
MAT_0260,TPU Film Matte 0.3mm HD,Film,Covestro AG,DE,78,40,10,8.42,2026-01-03,21,392062
MAT_0261,TPU Film Matte 0.3mm Wide,Film,Covestro AG,DE,63,87,9,8.35,2026-02-02,52,392062
MAT_0262,Rubber Sole Sheet CR v3,Sole,Gomma Padana,IT,158,207,17,13.95,2025-12-23,65,400599
MAT_0263,Polyester Mesh 300D Charcoal,Textile,Far Eastern Textile,TW,417,763,47,3.4,2025-12-27,87,600632
MAT_0264,Heel Counter Moulded HD,Components,Texon International,GB,159,176,15,3.18,2025-12-16,63,640610
MAT_0265,Rubber Sole Sheet EVA-RB v3,Sole,Gomma Padana,IT,63,70,9,13.99,2025-12-09,42,400599
MAT_0266,EVA Foam Sheet 8mm L,Foam,Foam Italia,IT,478,239,17,4.02,2026-02-06,75,391590
MAT_0267,Flyknit Yarn 2.0 White L,Yarn,Toray Industries,JP,2028,812,45,19.57,2026-01-17,97,540233
MAT_0268,Tissue Paper White 50x75 Ultra,Packaging,Zhejiang Paper,CN,3002,5263,35,0.09,2026-01-17,809,480300
MAT_0269,Polyester Core Thread T-60 XL,Thread,Coats Group,GB,162,102,15,5.93,2025-12-22,36,540710
MAT_0270,NFC Tag NTAG213 HD,Accessories,NXP Semiconductors,NL,549,252,9,0.4,2025-12-19,150,852352
MAT_0271,Heel Counter Moulded Wide,Components,Texon International,GB,241,194,20,3.25,2025-12-23,52,640610
MAT_0272,Polyester Mesh 300D XL,Textile,Far Eastern Textile,TW,636,623,50,4.48,2026-01-09,67,600632
MAT_0273,TPU Film Matte 0.3mm Beige,Film,Covestro AG,DE,95,77,8,8.18,2026-02-22,51,392062
MAT_0274,Flyknit Yarn 2.0 Red Moss,Yarn,Toray Industries,JP,173,182,39,17.24,2025-12-17,25,540233
MAT_0275,EVA Foam Sheet 6mm L,Foam,Foam Italia,IT,149,156,9,3.6,2026-02-27,93,391590
MAT_0276,PU Adhesive PU-400 L,Adhesive,Henkel AG,DE,105,88,12,15.02,2025-12-21,39,350691
MAT_0277,TPU Film Matte 0.3mm S,Film,Covestro AG,DE,116,139,14,9.87,2026-02-24,53,392062
MAT_0278,Flyknit Yarn 2.0 Blue HD,Yarn,Toray Industries,JP,722,367,52,16.39,2026-02-14,38,540233
MAT_0279,TPU Film Clear 0.3mm Slate,Film,Covestro AG,DE,190,109,10,9.16,2025-12-24,59,392062
MAT_0280,EVA Foam Sheet 12mm Pro,Foam,Foam Italia,IT,204,106,11,5.98,2026-02-20,52,391590
MAT_0281,Thermoplastic Stiffener 1.2mm S,Components,Texon International,GB,109,80,12,3.55,2026-02-11,36,392190
MAT_0282,NFC Tag NTAG213 XL,Accessories,NXP Semiconductors,NL,200,294,10,0.43,2026-02-25,158,852352
MAT_0283,Round Laces 110cm Coral,Accessories,Zecchetto Accessori,IT,139,188,17,0.89,2025-12-19,59,560790
MAT_0284,Silica Gel 3g Sachet HD,Packaging,Shenzhen Minghui,CN,17784,8152,39,0.03,2025-12-14,1125,381700
MAT_0285,Flyknit Yarn 2.0 Volt Teal,Yarn,Toray Industries,JP,390,230,36,21.92,2026-01-11,34,540233
MAT_0286,Thermoplastic Stiffener 1.2mm v2,Components,Texon International,GB,232,175,11,3.93,2025-12-25,85,392190
MAT_0287,Flyknit Yarn 2.0 White M,Yarn,Toray Industries,JP,1574,798,46,20.21,2026-01-03,93,540233
MAT_0288,Polyester Mesh 300D v2,Textile,Far Eastern Textile,TW,1097,676,44,3.55,2026-01-14,82,600632
MAT_0289,Flyknit Yarn 2.0 Red HD,Yarn,Toray Industries,JP,527,271,51,21.99,2026-02-02,28,540233
MAT_0290,Nylon Bonded Thread T-70 XL,Thread,American & Efird,US,576,301,32,5.95,2025-12-04,50,540249
MAT_0291,Rubber Sole Sheet EVA-RB Pro,Sole,Gomma Padana,IT,69,55,12,16.5,2026-01-04,24,400599
MAT_0292,Flyknit Yarn 2.0 Blue Charcoal,Yarn,Toray Industries,JP,735,326,47,20.94,2025-12-02,37,540233
MAT_0293,Heel Counter Moulded L,Components,Texon International,GB,141,313,21,2.97,2025-12-16,80,640610
MAT_0294,Tissue Paper White 50x75 Lite,Packaging,Zhejiang Paper,CN,2234,4807,30,0.08,2025-12-15,862,480300
MAT_0295,Carbon Fiber Plate 1.0mm Ultra,Composite,Toray Composite,JP,368,166,46,39.05,2026-02-05,19,681510
MAT_0296,Flyknit Yarn 2.0 Blue Beige,Yarn,Toray Industries,JP,486,550,51,19.27,2026-02-06,58,540233
MAT_0297,Shoe Box 330x230 White Pro,Packaging,Karteks Banja Luka,BA,440,315,5,0.77,2026-01-11,339,481910
MAT_0298,EVA Foam Sheet 8mm v2,Foam,Foam Italia,IT,719,342,14,3.87,2026-02-22,131,391590
MAT_0299,EVA Foam Sheet 8mm M,Foam,Foam Italia,IT,497,453,18,4.9,2025-12-16,135,391590
MAT_0300,TPU Film Clear 0.3mm Beige,Film,Covestro AG,DE,101,41,10,7.93,2026-02-21,22,392062
MAT_0301,Flyknit Yarn 2.0 Volt Grey,Yarn,Toray Industries,JP,684,338,37,21.65,2026-02-24,49,540233
MAT_0302,Flyknit Yarn 2.0 Volt Coral,Yarn,Toray Industries,JP,228,249,51,17.88,2025-12-18,26,540233
MAT_0303,Flyknit Yarn 2.0 Red M,Yarn,Toray Industries,JP,1161,579,53,20.49,2026-02-21,58,540233
MAT_0304,TPU Film Matte 0.3mm Plum,Film,Covestro AG,DE,75,74,8,10.26,2025-12-02,50,392062
MAT_0305,Tissue Paper White 50x75 Pro,Packaging,Zhejiang Paper,CN,3982,2192,35,0.09,2025-12-28,337,480300
MAT_0306,Rubber Sole Sheet CR HD,Sole,Gomma Padana,IT,315,204,15,11.66,2026-02-24,73,400599
MAT_0307,NFC Tag NTAG213 v2,Accessories,NXP Semiconductors,NL,810,537,13,0.53,2026-01-01,222,852352
MAT_0308,Hot Melt HM-200 v3,Adhesive,Henkel AG,DE,39,30,12,20.37,2026-02-27,13,350691
MAT_0309,EVA Foam Sheet 12mm Narrow,Foam,Foam Italia,IT,251,144,9,4.63,2026-01-29,86,391590
MAT_0310,Polyester Mesh 150D Narrow,Textile,Far Eastern Textile,TW,2567,1028,40,3.57,2025-12-18,138,600632
MAT_0311,TPU Film Matte 0.3mm M,Film,Covestro AG,DE,131,53,12,8.81,2026-01-07,24,392062
MAT_0312,Flyknit Yarn 2.0 Black S,Yarn,Toray Industries,JP,1837,779,46,19.86,2026-01-30,91,540233
MAT_0313,Polyester Mesh 150D L,Textile,Far Eastern Textile,TW,1186,1229,50,3.73,2026-02-24,132,600632
MAT_0314,Metal Eyelets 8mm Nickel Pro,Accessories,Global Trim,CN,4157,3799,42,0.12,2026-01-29,487,830890
MAT_0315,Metal Eyelets 8mm Nickel Coral,Accessories,Global Trim,CN,1888,2150,33,0.14,2026-02-18,350,830890
MAT_0316,TPU Film Clear 0.3mm Sage,Film,Covestro AG,DE,79,81,9,8.21,2025-12-28,48,392062
MAT_0317,Flyknit Yarn 2.0 White Grey,Yarn,Toray Industries,JP,135,186,35,19.18,2025-12-14,28,540233
MAT_0318,Croslite Pellets Batch Ultra,Components,Crocs Inc (supplied),US,270,174,34,7.26,2025-12-09,27,391400
MAT_0319,EVA Foam Sheet 12mm M,Foam,Foam Italia,IT,198,193,14,6.04,2025-12-08,74,391590
MAT_0320,Flat Laces 120cm L,Accessories,Zecchetto Accessori,IT,191,101,8,0.79,2026-01-27,68,560790
MAT_0321,Hot Melt HM-200 Pro,Adhesive,Henkel AG,DE,134,71,11,23.4,2025-12-17,34,350691
MAT_0322,Flyknit Yarn 2.0 White Rust,Yarn,Toray Industries,JP,187,383,44,19.31,2025-12-13,46,540233
MAT_0323,TPU Film Clear 0.3mm Rust,Film,Covestro AG,DE,25,58,12,10.57,2025-12-07,26,392062
MAT_0324,Flyknit Yarn 2.0 Blue Wide,Yarn,Toray Industries,JP,1081,695,55,21.71,2025-12-19,68,540233
MAT_0325,Flyknit Yarn 2.0 Volt Rust,Yarn,Toray Industries,JP,683,427,45,20.23,2026-01-21,51,540233
MAT_0326,Metal Eyelets 8mm Nickel Ivory,Accessories,Global Trim,CN,7949,3642,41,0.11,2026-01-12,478,830890
MAT_0327,Flat Laces 120cm XL,Accessories,Zecchetto Accessori,IT,408,348,8,0.82,2025-12-24,234,560790
MAT_0328,TPU Film Matte 0.3mm L,Film,Covestro AG,DE,123,56,7,11.09,2026-02-08,43,392062
MAT_0329,Silica Gel 3g Sachet v3,Packaging,Shenzhen Minghui,CN,16051,6842,43,0.03,2026-02-16,856,381700
MAT_0330,PU Adhesive PU-400 HD,Adhesive,Henkel AG,DE,126,58,13,15.2,2025-12-24,24,350691
MAT_0331,Metal Eyelets 8mm Nickel Rust,Accessories,Global Trim,CN,2350,3654,34,0.12,2026-01-01,578,830890
MAT_0332,Flat Laces 120cm Olive,Accessories,Zecchetto Accessori,IT,273,273,8,0.77,2026-02-23,183,560790
MAT_0333,Nylon Bonded Thread T-70 Eco,Thread,American & Efird,US,47,110,30,7.01,2026-01-18,19,540249
MAT_0334,Polyester Mesh 150D Lite,Textile,Far Eastern Textile,TW,1127,745,30,3.16,2026-01-25,133,600632
MAT_0335,TPU Film Matte 0.3mm v3,Film,Covestro AG,DE,44,35,7,9.68,2025-12-24,27,392062
MAT_0336,EVA Foam Sheet 8mm Wide,Foam,Foam Italia,IT,256,128,18,4.96,2026-01-05,38,391590
MAT_0337,Round Laces 110cm Plum,Accessories,Zecchetto Accessori,IT,1493,607,16,0.96,2025-12-24,204,560790
MAT_0338,EVA Foam Sheet 12mm L,Foam,Foam Italia,IT,86,40,7,6.1,2026-01-18,31,391590
MAT_0339,Flat Laces 120cm Sage,Accessories,Zecchetto Accessori,IT,331,139,9,0.86,2026-02-23,83,560790
MAT_0340,EVA Foam Sheet 6mm Wide,Foam,Foam Italia,IT,308,131,13,3.35,2025-12-25,54,391590
MAT_0341,Metal Eyelets 8mm Nickel Narrow,Accessories,Global Trim,CN,3849,2870,41,0.11,2025-12-13,377,830890
MAT_0342,Flyknit Yarn 2.0 Black Eco,Yarn,Toray Industries,JP,1150,633,44,17.02,2026-02-11,77,540233
MAT_0343,Hot Melt HM-200 Eco,Adhesive,Henkel AG,DE,107,47,9,25.27,2026-02-08,28,350691
MAT_0344,NFC Tag NTAG213 Sage,Accessories,NXP Semiconductors,NL,485,232,10,0.5,2025-12-09,125,852352
MAT_0345,Shoe Box 330x230 White XL,Packaging,Karteks Banja Luka,BA,272,244,4,0.79,2025-12-01,329,481910
MAT_0346,Metal Eyelets 8mm Nickel Navy,Accessories,Global Trim,CN,2738,1623,38,0.12,2026-01-28,230,830890
MAT_0347,Tissue Paper White 50x75 M,Packaging,Zhejiang Paper,CN,2242,2300,30,0.07,2025-12-16,412,480300
MAT_0348,Polyester Mesh 300D Cream,Textile,Far Eastern Textile,TW,497,457,37,3.74,2026-01-29,66,600632
MAT_0349,Flyknit Yarn 2.0 Volt v2,Yarn,Toray Industries,JP,1205,513,47,17.49,2025-12-01,58,540233
MAT_0350,Metal Eyelets 8mm Nickel M,Accessories,Global Trim,CN,8579,3762,41,0.13,2025-12-14,494,830890
MAT_0351,TPU Film Clear 0.3mm v2,Film,Covestro AG,DE,178,76,13,10.19,2026-01-15,31,392062
MAT_0352,Flyknit Yarn 2.0 Volt Ivory,Yarn,Toray Industries,JP,920,553,50,16.38,2025-12-18,59,540233
MAT_0353,EVA Foam Sheet 6mm HD,Foam,Foam Italia,IT,68,56,7,3.83,2025-12-14,43,391590
MAT_0354,Thermoplastic Stiffener 1.2mm Wide,Components,Texon International,GB,171,118,16,3.49,2026-02-23,39,392190
MAT_0355,Flyknit Yarn 2.0 Red Olive,Yarn,Toray Industries,JP,292,180,39,19.44,2025-12-17,24,540233
MAT_0356,Round Laces 110cm S,Accessories,Zecchetto Accessori,IT,524,317,10,0.94,2026-02-22,170,560790
MAT_0357,Flyknit Yarn 2.0 Volt Lite,Yarn,Toray Industries,JP,992,419,42,17.87,2026-02-17,53,540233
MAT_0358,Polyester Mesh 150D M,Textile,Far Eastern Textile,TW,1259,660,33,3.08,2026-01-15,107,600632
MAT_0359,Flat Laces 120cm Narrow,Accessories,Zecchetto Accessori,IT,499,209,14,0.75,2025-12-07,80,560790
MAT_0360,TPU Film Clear 0.3mm Ultra,Film,Covestro AG,DE,54,114,12,8.45,2026-02-22,51,392062
MAT_0361,Shoe Box 330x230 White Ultra,Packaging,Karteks Banja Luka,BA,108,92,4,0.69,2026-01-10,124,481910
MAT_0362,Polyester Mesh 150D Eco,Textile,Far Eastern Textile,TW,565,465,36,2.94,2026-01-03,69,600632
MAT_0363,Hot Melt HM-200 v2,Adhesive,Henkel AG,DE,74,39,8,24.49,2025-12-15,26,350691
MAT_0364,Flyknit Yarn 2.0 Blue Pro,Yarn,Toray Industries,JP,1101,495,47,19.8,2025-12-15,56,540233
MAT_0365,Flyknit Yarn 2.0 White Navy,Yarn,Toray Industries,JP,1453,825,46,16.85,2026-01-15,96,540233
MAT_0366,Nylon Bonded Thread T-70 L,Thread,American & Efird,US,175,173,39,7.26,2026-02-10,23,540249
MAT_0367,Shoe Box 310x210 Kraft v3,Packaging,Karteks Banja Luka,BA,142,74,3,0.57,2026-01-04,134,481910
MAT_0368,Flyknit Yarn 2.0 Volt Plum,Yarn,Toray Industries,JP,960,420,45,19.02,2026-01-04,50,540233
MAT_0369,Carbon Fiber Plate 1.0mm v2,Composite,Toray Composite,JP,59,78,38,43.8,2026-02-18,11,681510
MAT_0370,Tissue Paper White 50x75 Narrow,Packaging,Zhejiang Paper,CN,1679,2954,30,0.07,2026-02-01,530,480300
MAT_0371,Polyester Mesh 150D Ultra,Textile,Far Eastern Textile,TW,533,369,32,2.95,2026-01-07,62,600632
MAT_0372,Carbon Fiber Plate 1.0mm Wide,Composite,Toray Composite,JP,208,94,37,40.43,2025-12-28,13,681510
MAT_0373,Shoe Box 310x210 Kraft v2,Packaging,Karteks Banja Luka,BA,107,107,4,0.55,2025-12-25,144,481910
MAT_0374,Flyknit Yarn 2.0 Blue Slate,Yarn,Toray Industries,JP,575,444,52,17.34,2026-02-02,46,540233
MAT_0375,Flyknit Yarn 2.0 Black Ultra,Yarn,Toray Industries,JP,462,909,55,16.7,2026-02-02,89,540233
MAT_0376,Rubber Sole Sheet EVA-RB Lite,Sole,Gomma Padana,IT,99,107,15,13.96,2026-01-31,38,400599
MAT_0377,Polyester Mesh 150D v3,Textile,Far Eastern Textile,TW,734,297,36,2.73,2025-12-22,44,600632
MAT_0378,Polyester Mesh 300D Sand,Textile,Far Eastern Textile,TW,1520,765,45,3.33,2025-12-14,91,600632
MAT_0379,Rubber Sole Sheet EVA-RB v2,Sole,Gomma Padana,IT,206,259,18,14.6,2026-02-05,77,400599
MAT_0380,Metal Eyelets 8mm Nickel Sand,Accessories,Global Trim,CN,7081,3574,38,0.13,2026-01-17,506,830890
MAT_0381,TPU Film Matte 0.3mm Teal,Film,Covestro AG,DE,139,59,12,8.97,2026-01-10,26,392062
MAT_0382,NFC Tag NTAG213 L,Accessories,NXP Semiconductors,NL,247,457,16,0.4,2026-01-12,153,852352
MAT_0383,Flyknit Yarn 2.0 Red Wide,Yarn,Toray Industries,JP,225,373,37,17.28,2026-02-14,54,540233
MAT_0384,Flyknit Yarn 2.0 Blue Lite,Yarn,Toray Industries,JP,836,512,41,20.35,2026-02-11,67,540233
MAT_0385,Silica Gel 3g Sachet Lite,Packaging,Shenzhen Minghui,CN,6790,8231,37,0.03,2026-02-13,1197,381700
MAT_0386,Flyknit Yarn 2.0 White Teal,Yarn,Toray Industries,JP,1057,594,43,19.18,2026-01-03,74,540233
MAT_0387,Tissue Paper White 50x75 XL,Packaging,Zhejiang Paper,CN,2715,1801,31,0.08,2026-02-03,312,480300
MAT_0388,Nylon Bonded Thread T-70 S,Thread,American & Efird,US,245,115,25,6.87,2025-12-24,24,540249
MAT_0389,Carbon Fiber Plate 1.0mm v3,Composite,Toray Composite,JP,53,66,42,39.04,2026-02-13,8,681510
MAT_0390,Carbon Fiber Plate 1.0mm Narrow,Composite,Toray Composite,JP,113,102,54,46.21,2026-02-18,10,681510
MAT_0391,EVA Foam Sheet 8mm XL,Foam,Foam Italia,IT,308,132,9,4.98,2026-02-23,79,391590
MAT_0392,Metal Eyelets 8mm Nickel XL,Accessories,Global Trim,CN,1815,3853,40,0.11,2026-01-14,518,830890
MAT_0393,Flyknit Yarn 2.0 White Ultra,Yarn,Toray Industries,JP,910,664,51,21.44,2026-01-01,70,540233
MAT_0394,NFC Tag NTAG213 M,Accessories,NXP Semiconductors,NL,1155,674,15,0.41,2026-01-26,242,852352
MAT_0395,Polyester Mesh 300D L,Textile,Far Eastern Textile,TW,1603,749,33,4.44,2026-02-05,122,600632
MAT_0396,Nylon Bonded Thread T-70 v2,Thread,American & Efird,US,246,207,27,7.7,2025-12-20,41,540249
MAT_0397,Metal Eyelets 8mm Nickel Teal,Accessories,Global Trim,CN,3645,2418,43,0.12,2026-02-05,302,830890
MAT_0398,Flyknit Yarn 2.0 Blue v2,Yarn,Toray Industries,JP,354,348,55,16.94,2026-01-10,34,540233
MAT_0399,NFC Tag NTAG213 Teal,Accessories,NXP Semiconductors,NL,1192,643,10,0.48,2026-02-02,346,852352
MAT_0400,Polyester Mesh 150D Coral,Textile,Far Eastern Textile,TW,1706,867,42,2.75,2025-12-29,111,600632
MAT_0401,Flat Laces 120cm Moss,Accessories,Zecchetto Accessori,IT,153,355,8,0.92,2025-12-31,239,560790
MAT_0402,NFC Tag NTAG213 Ivory,Accessories,NXP Semiconductors,NL,2241,956,16,0.49,2026-02-17,321,852352
MAT_0403,Flyknit Yarn 2.0 Black Lite,Yarn,Toray Industries,JP,343,276,39,17.89,2026-01-18,38,540233
MAT_0404,Flyknit Yarn 2.0 Red XL,Yarn,Toray Industries,JP,227,223,53,20.27,2025-12-24,22,540233
MAT_0405,Round Laces 110cm v2,Accessories,Zecchetto Accessori,IT,629,498,13,0.89,2025-12-05,206,560790
MAT_0406,Silica Gel 3g Sachet L,Packaging,Shenzhen Minghui,CN,14808,7320,38,0.03,2026-01-15,1037,381700
MAT_0407,Flyknit Yarn 2.0 Volt Olive,Yarn,Toray Industries,JP,1145,538,45,17.46,2025-12-08,64,540233
MAT_0408,Round Laces 110cm L,Accessories,Zecchetto Accessori,IT,314,244,9,1.06,2025-12-26,146,560790
MAT_0409,NFC Tag NTAG213 Eco,Accessories,NXP Semiconductors,NL,665,461,16,0.43,2026-02-20,155,852352
MAT_0410,Polyester Mesh 150D Rust,Textile,Far Eastern Textile,TW,2118,1180,48,3.54,2026-02-12,132,600632
MAT_0411,Round Laces 110cm Sand,Accessories,Zecchetto Accessori,IT,456,211,16,0.94,2026-02-07,71,560790
MAT_0412,Shoe Box 310x210 Kraft Lite,Packaging,Karteks Banja Luka,BA,216,156,3,0.64,2026-01-23,281,481910
MAT_0413,TPU Film Clear 0.3mm Pro,Film,Covestro AG,DE,33,48,9,10.71,2026-02-05,28,392062
MAT_0414,Flyknit Yarn 2.0 Black Narrow,Yarn,Toray Industries,JP,311,733,39,18.98,2026-01-21,101,540233
MAT_0415,NFC Tag NTAG213 Lite,Accessories,NXP Semiconductors,NL,363,483,14,0.51,2026-01-22,185,852352
MAT_0416,Heel Counter Moulded S,Components,Texon International,GB,378,368,20,2.77,2026-02-27,99,640610
MAT_0417,Shoe Box 310x210 Kraft HD,Packaging,Karteks Banja Luka,BA,223,139,2,0.62,2025-12-01,374,481910
MAT_0418,NFC Tag NTAG213 Beige,Accessories,NXP Semiconductors,NL,652,783,14,0.44,2025-12-21,301,852352
MAT_0419,TPU Film Clear 0.3mm L,Film,Covestro AG,DE,75,35,7,7.75,2025-12-25,27,392062
MAT_0420,Nylon Bonded Thread T-70 Pro,Thread,American & Efird,US,185,304,37,6.72,2025-12-08,44,540249
MAT_0421,Shoe Box 310x210 Kraft S,Packaging,Karteks Banja Luka,BA,189,104,2,0.71,2026-02-23,280,481910
MAT_0422,Metal Eyelets 8mm Nickel Beige,Accessories,Global Trim,CN,2748,1580,42,0.11,2026-02-18,202,830890
MAT_0423,TPU Film Matte 0.3mm Eco,Film,Covestro AG,DE,93,61,8,10.27,2026-01-07,41,392062
MAT_0424,Flyknit Yarn 2.0 Red Slate,Yarn,Toray Industries,JP,585,290,46,20.1,2025-12-29,33,540233
MAT_0425,Flat Laces 120cm v2,Accessories,Zecchetto Accessori,IT,164,151,10,0.9,2026-02-06,81,560790
MAT_0426,Flyknit Yarn 2.0 Black Beige,Yarn,Toray Industries,JP,129,281,53,20.22,2026-01-16,28,540233
MAT_0427,Flyknit Yarn 2.0 Blue Narrow,Yarn,Toray Industries,JP,366,425,55,20.62,2025-12-16,41,540233
MAT_0428,EVA Foam Sheet 8mm Narrow,Foam,Foam Italia,IT,512,279,12,4.25,2026-01-27,125,391590
MAT_0429,Flat Laces 120cm Teal,Accessories,Zecchetto Accessori,IT,538,411,11,0.74,2026-01-10,201,560790
MAT_0430,Tissue Paper White 50x75 v3,Packaging,Zhejiang Paper,CN,6270,3148,36,0.09,2026-02-03,471,480300
MAT_0431,EVA Foam Sheet 6mm Pro,Foam,Foam Italia,IT,96,76,13,3.65,2025-12-15,31,391590
MAT_0432,PU Adhesive PU-400 XL,Adhesive,Henkel AG,DE,40,26,8,13.61,2026-02-19,17,350691
MAT_0433,Shoe Box 310x210 Kraft Pro,Packaging,Karteks Banja Luka,BA,274,112,4,0.72,2026-01-23,151,481910
MAT_0434,Flyknit Yarn 2.0 Blue Teal,Yarn,Toray Industries,JP,255,352,46,20.19,2025-12-16,41,540233
MAT_0435,NFC Tag NTAG213 Cream,Accessories,NXP Semiconductors,NL,290,177,9,0.49,2026-02-05,106,852352
MAT_0436,NFC Tag NTAG213 Narrow,Accessories,NXP Semiconductors,NL,327,565,14,0.49,2026-01-30,217,852352
MAT_0437,Round Laces 110cm Ivory,Accessories,Zecchetto Accessori,IT,247,117,7,1.08,2025-12-01,90,560790
MAT_0438,Flyknit Yarn 2.0 Blue S,Yarn,Toray Industries,JP,304,205,44,20.87,2025-12-08,25,540233
MAT_0439,Silica Gel 3g Sachet S,Packaging,Shenzhen Minghui,CN,8951,5048,36,0.04,2025-12-17,755,381700
MAT_0440,TPU Film Clear 0.3mm HD,Film,Covestro AG,DE,41,77,9,7.96,2025-12-23,46,392062
MAT_0441,TPU Film Matte 0.3mm Narrow,Film,Covestro AG,DE,95,104,12,8.31,2026-01-06,47,392062
MAT_0442,Nylon Bonded Thread T-70 v3,Thread,American & Efird,US,324,299,28,7.14,2026-02-19,57,540249
MAT_0443,Flyknit Yarn 2.0 Black Pro,Yarn,Toray Industries,JP,221,237,42,20.84,2026-01-24,30,540233
MAT_0444,TPU Film Matte 0.3mm Sage,Film,Covestro AG,DE,84,107,15,10.31,2026-02-27,38,392062
MAT_0445,Shoe Box 310x210 Kraft Ultra,Packaging,Karteks Banja Luka,BA,294,220,3,0.7,2026-01-24,395,481910
MAT_0446,Heel Counter Moulded Pro,Components,Texon International,GB,145,171,12,2.87,2026-02-14,77,640610
MAT_0447,EVA Foam Sheet 12mm S,Foam,Foam Italia,IT,278,221,17,5.0,2026-01-01,70,391590
MAT_0448,TPU Film Clear 0.3mm Moss,Film,Covestro AG,DE,73,35,11,9.06,2025-12-04,17,392062
MAT_0449,Thermoplastic Stiffener 1.2mm HD,Components,Texon International,GB,716,328,21,4.05,2026-01-24,84,392190
